ax_mean,ax_std,ax_min,ax_max,ax_energy,ay_mean,ay_std,ay_min,ay_max,ay_energy,az_mean,az_std,az_min,az_max,az_energy,gx_mean,gx_std,gx_min,gx_max,gx_energy,gy_mean,gy_std,gy_min,gy_max,gy_energy,gz_mean,gz_std,gz_min,gz_max,gz_energy,sma,label
2019.02,433.3849932355862,812,3000,4263325.2,-2626.18,593.3577798212237,-3452,348,7247134.48,14917.96,273.32782312540445,13536,15604,222619865.1,-296.01,630.9345783,-4811,1668,483709.97,16.685,245.62842341010673,-1140,1049,60310.045,-184.32,187.73521286842745,-1127,672,69042.15,6522.213333333333,1
1367.9,554.7977222040606,72,2516,2177411.92,-2893.08,539.5892292118209,-3680,-828,8659612.64,14927.78,336.21677560913736,13536,16204,222951092.2,-219.055,644.6634056,-2922,2431,461498.045,28.28,292.7571096,-1470,1277,86077.95,-208.785,249.42077376781324,-1699,732,105490.845,6396.253333333333,1
788.74,251.90508781350894,72,1548,685249.68,-3221.56,774.4189239350648,-5148,-828,10975174.88,14914.06,342.6794748924464,14088,16204,222546027.8,-220.205,633.9545843751358,-2922,2431,448379.165,7.815,292.0555305754344,-1470,1277,84931.025,-222.6,265.4630353092082,-1699,732,119669.03,6308.12,1
569.94,203.96865558784162,-140,1084,366226.8,-4577.52,1323.4154418620003,-6420,-2224,22696360.64,14531.28,472.01511942396945,12524,15660,211379782.7,-252.34,562.2596857,-2471,1639,378230.75,21.255,188.05011086404573,-483,811,35637.805,-231.04,205.27226288407243,-1229,361,95305.5,6560.046666666667,1
353.42,514.5615722712798,-2800,1080,388355.44,-4747.42,2169.8589592679928,-7056,3200,27222743.12,14363.82,549.0383439392716,12524,16584,206619260.9,-52.75,1057.7479763190452,-2234,6608,1116019.19,59.84,366.73792814447006,-1015,1995,137405.05,-217.29,300.7512134003935,-1294,916,137213.98,6604.06,1
-394.94,822.7673345692394,-2800,1080,829538.96,524.1,4750.985855905601,-7056,5652,22733688.08,14426.18,513.8366551,13464,16584,208377377.4,30.325,1085.5640866878994,-2287,6608,1173476.745,38.11,402.39386427982504,-1015,1995,162563.59,-194.705,336.54185486411177,-1294,1312,150604.155,6570.113333333334,1
-859.4,280.5323725709771,-2096,-324,816873.28,5088.18,577.4078686978304,2164,5752,26221308.56,14259.96,259.23055530554285,13648,15580,203413323.7,-159.105,543.1977938016269,-2287,4330,318902.925,-7.74,197.209942,-974,1635,38757.21,-189.255,204.98145516070227,-831,1312,77624.765,6735.846666666666,1
-86.34,1124.4172245542895,-1208,8116,1265447.12,4029,2523.412182982822,-1716,5752,22568612,14432.08,550.8698590484328,13624,16624,208586873.4,-313.66,916.7797225607102,-8672,3356,934665.23,-70.625,555.1476551061431,-4206,2143,311635.865,-218.24,242.5423806928612,-2271,832,106161.37,6570.033333333334,1
1326,1276.0713579391881,-1208,8116,3378492.32,328.5,3255.6425652339067,-3308,5596,10654124.72,14807.68,544.8818392,13560,16624,219562798.7,-322.93,1001.0205270512135,-8672,3356,1101315.67,-86.735,588.8562329554238,-4206,2143,352540.865,-218.375,267.0020315,-2271,832,118621.275,6386.82,1
2382.54,405.13570950433126,1400,2956,5839811.12,-1843.78,602.7336316763557,-3308,-680,3760996.08,14966.94,266.0512597,13560,15744,224079722.3,-240.56,517.9611909949281,-2506,1558,324811.49,-20.385,224.45829099631166,-1044,1161,50545.165,-197.085,135.23735982509533,-822,279,57040.195,6397.753333333333,1
2780.94,407.334165,2224,4700,7898718.8,-1893.72,520.4229451,-4184,-496,3855661.28,14957.52,345.335391,13092,17208,223846064.8,-286,523.1166554181575,-3823,1374,354078.78,-22.365,290.50405298204527,-1942,1076,84470.835,-203.56,141.18930020529996,-1015,154,61271.42,6544.06,1
3005.36,523.9656193,1808,4700,9305356,-3407,1334.712993069801,-5452,-496,13380200.48,14633.04,487.1745618034071,13092,17208,214362012,-267.48,668.7139984016271,-3823,2923,516488.07,7.86,334.55993806910595,-1942,1076,111432.48,-170.58,220.36544248408376,-1015,1012,77415.66,7015.133333333333,1
2783.4,554.0928572652438,240,4128,8052799.36,-4728.3,1053.5367141396644,-7164,-2116,23461210.8,14338.42,558.6130559982091,13156,16820,205900776.4,-230.615,1039.7530711760849,-4537,3813,1128864.295,38.09,351.8231795,-1887,1161,124611.5,-135.825,507.3259033759078,-1882,2327,274541.105,7283.373333333333,1
2350.42,336.9483857705314,240,3212,5637440.72,-2680.5,3065.2950000262504,-7276,1788,16534133.52,14597.52,667.5548795,13156,16820,213530991.5,-28.37,1074.235894,-4537,3813,1149017.7,19.705,362.11258691602404,-1887,1742,130858.185,-180.625,580.7489657166033,-1882,3980,368208.405,6795.24,1
2221.24,147.39460044793373,1572,2648,4955523.68,705.98,2342.566285853634,-7276,2552,5958586.48,14928.12,376.74189823995846,13312,15772,222989991.5,3.39,613.8523858862906,-1243,2606,374942.17,20.035,215.92862159314492,-776,1742,46793.445,-209.33,334.43508372497445,-1304,3980,155106.64,6392.06,1
2152.96,325.918938,620,3456,4740928.8,1117.56,1683.009975994344,-2632,3868,4067300.32,15000.72,281.04750506009213,14036,16980,225100193.3,-263.47,1036.3026367207467,-6388,5986,1137969.98,13.85,282.6817510236716,-1274,1805,79701.25,-267.02,438.9490756970293,-3915,512,263012.59,6363.466666666666,1
2406.52,716.8420202597293,620,3952,6302631.68,-577.5,1764.272905313152,-2668,3868,3430601.84,14985.24,343.94258957654995,13648,16980,224675122.9,-315.615,1032.158370252069,-6388,5986,1159636.975,-37.145,369.41929708706544,-2172,1805,137168.015,-232.795,452.2275331,-3915,512,257680.705,6349.34,1
2768.46,730.5292831692917,1704,3952,8195375.44,-2032.16,922.5148795084949,-3396,-388,4976452.8,14911.06,342.3898222081942,13648,16960,222456355,-208.035,526.3998554464755,-1843,4191,318989.885,-20.83,326.0641196923601,-2172,2078,106220.11,-154.055,136.2232942800996,-894,396,42196.945,6570.56,1
2525.38,999.1112913296054,1036,4560,7370776.4,-3196.68,1608.803025,-8248,-668,12794068.96,14709.28,771.6431346,8716,16728,216955374.1,-276.285,1684.785745671863,-10545,5631,2900643.895,-20.035,882.1443060283796,-3528,4084,774689.085,-176.665,540.1376641711643,-3092,2147,321500.475,6810.446666666667,1
3259.3,916.8876730685856,860,8044,11459516.08,-4113.34,1288.5431157730152,-8248,1856,18571607.6,14512.34,1186.6772513596409,8716,17520,212009174.2,-371.86,3765.778714560267,-16338,12853,14248463.74,-24.015,1632.0337883162929,-6196,5207,2650793.335,-170.715,1052.8198334871545,-4026,3272,1132031.065,7304.033333333334,1
3379.88,1296.252466878828,-1008,8044,13095457.92,-3643.34,1944.981110964847,-8144,1856,17037963.12,14610.2,1701.8773081098698,9120,22908,216339848.5,-250.22,6032.000814050302,-16338,18088,36265718.7,-23.555,2629.3906524116856,-10002,6095,6879681.565,-265.85,1526.0176298236738,-6571,3272,2387762.38,7241.18,1
2832.9,1327.6051018780636,-1008,7732,9779045.04,-2979.16,1974.2338083545858,-8144,2180,12753505.44,14744.08,1506.541473,9120,22908,219646213.9,-162.975,5206.127407,-13758,18088,26994804.62,22.27,2434.3037755089827,-10002,6095,5896701.65,-287.29,1297.4179482968525,-6571,2938,1757412.41,6884.126666666667,1
2472.72,671.5624035855103,888,5724,6563085.28,-3138.76,1313.1007387671189,-6780,2180,11567426.72,14721.78,626.7061148352226,11800,17000,217121603.1,-292.65,1873.6124400144456,-8298,7995,3578515.48,25.82,1021.7706070676221,-6351,5767,1039461.77,-219.095,483.3747944759567,-4169,2032,280485.555,6788.833333333333,1
2667.26,274.23588203401624,2068,3836,7189105.2,-3734.7,754.6263277095239,-6560,268,14514597.68,14622.24,645.1821155387487,10368,16348,214224081.3,-180.685,3036.6194351192116,-16802,9666,9207599.375,-13.57,460.1396828558622,-1780,2068,210854.03,-222.235,372.1062821305292,-1100,1392,187159.165,7008.96,1
3094.68,605.2640252827748,2000,5164,9941557.12,-3669.4,985.9404612,-6560,268,14431714.56,14504.44,1024.272717296026,7868,16444,211422668.6,-167.695,3889.290597103615,-16802,9666,15079070.06,-19.405,994.0412420667708,-5220,4036,983553.955,-206.855,562.0351694,-2479,1392,357093.105,7090.4,1
3437.8,1444.1638710451666,-512,9596,13893650.08,-3493.52,1394.8947870483541,-7840,2164,14140684.8,14426.62,1929.869674460431,6768,22580,211833139.6,-120.55,3911.4866774205166,-12480,14166,15237761.69,67.195,2100.068739476791,-8444,7199,4392752.435,-241.75,1163.7984281683127,-7027,3400,1406097.71,7132.193333333334,1
2345.72,1741.7166607204388,-512,9596,8520811.36,-2409.46,1598.6484330403327,-7840,2164,8348395.92,14744.1,1809.8501423290388,6768,22580,220647664.6,-155.75,3094.5256003068994,-12480,14166,9552466.31,69.43,1913.5168535563573,-8444,7199,3648059.54,-244.19,1086.146072290352,-7027,3400,1233443.48,6513.76,1
1434.7,463.56363773613197,168,3108,2272180.88,-1524.9,962.3876035659891,-4220,336,3246878.96,15028.62,642.4429627616837,12876,16924,226270088.4,-221.335,1739.6277897901177,-10322,5630,3060162.505,-6.495,343.2190796827756,-1333,1120,117252.525,-206.39,263.1078803141728,-1548,885,111476.46,5997.193333333334,1
1873.86,1763.890121921163,-5628,19304,6607103.12,-2345.7,1505.0340419195452,-7504,1400,7756110.32,14778.64,2609.0741827043303,-2968,30280,225181432,114.475,3079.3920546931886,-10547,12642,9448346.675,-77.76,2494.0124605073306,-17505,8840,6195044.28,-202.545,1506.1668869790494,-7072,15684,2298220.475,6385.506666666667,1
1989,1732.2280189246849,-5628,19304,6941731.84,-2809.48,1172.315241188827,-7504,1400,9260629.28,14757.1,2594.7440012765815,-2968,30280,224471033.4,71.025,3070.1807198662086,-10547,12642,9383924.155,-50.725,2500.1674354734746,-17505,8840,6222156.045,-211.84,1525.0006753108316,-7072,15684,2358875.11,6574.873333333333,1
1897.82,790.2346497136406,-1752,5748,4223069.2,-3025.62,1000.4067592834929,-8008,600,10150186,14748.14,1117.744273842878,9228,18988,218750739,-512.3,2160.219796,-10111,6439,4905668.11,62.665,1561.3977866050263,-7811,11280,2429700.135,-167.175,854.5333113907157,-5017,5621,754523.525,6575.166666666667,1
2376.68,844.1412261276197,-1752,5748,6357619.36,-3508.72,997.2590181827054,-8008,292,13300668.96,14575.76,1223.0792109184524,9228,18988,213941222.7,-416.535,2596.923697807885,-10111,10569,6883794.035,54.575,1585.7450302237735,-7811,11280,2504992.795,-158.815,867.3430003037319,-5017,5621,773744.665,6835.76,1
2569.78,941.5259033790139,-2328,6576,7485807.92,-3607.2,1278.3224559975224,-8148,1700,14637829.6,14565.6,1466.1255953384527,9784,24864,214295480,-72.02,3346.133900488742,-20077,10569,11145815.9,150.38,842.4207555,-2653,4030,728738.51,-198.425,716.8865993703495,-2681,3027,550729.245,6931.473333333333,1
1705.14,1151.6978510444928,-2328,6576,4227278.32,-2575.44,1564.4348784287001,-8148,1700,9068110.4,14793.54,1334.0560995640024,9784,24864,220619632.9,-115.225,2743.6850333421894,-20077,10167,7503445.325,140.06,748.3696627742229,-2146,4030,576873.67,-183.025,640.1270165848408,-2606,3027,441211.935,6374.346666666666,1
1541.72,780.5169795570654,716,3256,2983061.28,-2188.96,1094.1639052986036,-4328,-1116,5982754.56,14965.72,267.88447521329323,14216,15692,224044178.4,-195.5,445.93354170558916,-2359,2078,236082.69,-41.655,188.98497979453208,-1197,309,37271.885,-205.78,167.57268459720868,-879,425,70285.61,6232.133333333333,1
2170.84,657.4217452714648,772,3256,5142588.64,-3118.74,949.5130370022235,-4328,-1160,10623606.32,14782.1,295.28364695797836,13372,16064,218597236.9,-158.38,545.9038935,-2758,2078,321605.23,-8.64,268.6748616944515,-1197,1709,71899.9,-216.2,184.21821777119106,-879,425,80509.11,6690.56,1
1986.82,756.6792085974203,788,3436,4517154.32,-3437.16,814.6447105469417,-7216,-1312,12474396.64,14709.68,352.8268862463452,13164,16064,216498550.1,-178.285,1032.0605012138722,-4765,5462,1091608.675,36.395,382.04854985621415,-1578,2231,146555.885,-205.33,182.74347316641607,-921,665,75388.61,6711.22,1
1390.4,729.2916918896694,704,3436,2462419.2,-3305.18,672.1593251543565,-7216,-1924,11373754,14801.66,339.8559026600308,13164,16272,219204063.3,-236.225,990.6126800036023,-4765,5462,1032209.165,-20.425,363.6863113181482,-1578,2231,132023.575,-211.87,196.1597214,-1135,863,83175.14,6499.08,1
1313.12,450.94726162137755,488,2552,1926620.8,-3294.2,509.67495800173504,-5396,-1916,11110223.36,14851.34,335.12539376737584,12796,16272,220674047.3,-216.73,682.0441910114492,-6772,2267,509830.25,2.96,194.5460853,-943,844,37667.7,-206.405,188.14118769567096,-1135,865,77823.145,6486.22,1
1625.24,389.4746653825822,488,2552,2792337.12,-3587.02,432.3758829081509,-5396,-1916,13052726.64,14774.8,335.5153240364985,12796,16200,218406722.7,-177.105,682.9961733708293,-6772,2267,495517.535,36.3,172.7234406057075,-818,844,31001.91,-202.19,162.0809522287455,-917,865,67019.68,6662.3533333333335,1
1401.36,368.8117418202986,956,2212,2099151.84,-3373,277.8327467666103,-4096,-2988,11453934.08,14832.96,176.19232981440234,14380,15812,220047590.9,-166.32,215.4501833546161,-998,1378,73849.03,11.485,123.43810026887951,-818,781,15292.685,-202.43,70.21707261366114,-516,126,45883.69,6535.7733333333335,1
1236.62,334.6042072021613,644,2836,1640629.2,-3222.04,281.5620434675243,-4520,-2844,10460422.56,14863.38,179.47778967026707,13468,15320,220952116.2,-214.11,343.5203034676005,-3410,2180,163259.26,6.535,213.83671217160492,-1261,1335,45540.215,-203.79,86.49057171145809,-731,288,48973.58,6440.68,1
1361.82,719.5120398418549,-1772,4268,2369662.8,-3315.08,694.5446240335241,-5640,-1232,11469735.68,14781.98,625.1213989435056,11772,16768,218895755.6,-204.845,1300.4681186453843,-4975,7028,1724722.715,104.205,1046.8127327570637,-2489,6732,1101196.495,-146.165,565.9325632136108,-3017,2971,340042.475,6499.266666666666,1
1396.88,983.8110011735744,-2632,8512,2914318.4,-3150.54,1052.8676077251996,-6844,1356,11028889.84,14830.14,1117.4684870265862,8840,20624,221175544.6,-192.465,1990.6159645614305,-6299,9297,3979781.935,76.725,1525.420317519241,-4220,8822,2321159.335,-183.105,773.1325654724226,-3150,3455,628272.735,6495.52,1
1037.34,847.5595023063271,-2632,8512,1790839.6,-2572.38,921.0155284348307,-6844,1356,7461167.12,15001.58,952.3888313237145,8840,20624,225949911.8,-156.06,1635.3963103356007,-6299,9297,2685503.21,15.96,1203.7194193843575,-4220,8822,1441950.46,-238.97,546.2926665144217,-3150,3455,354050.16,6229.46,1
700.88,192.83660279336084,-528,2264,528232.8,-2180.48,175.54649658227748,-3608,-1372,4785155.52,15055.96,167.32575396423138,14208,16184,226709789.4,-153.455,534.6771232300179,-1281,6576,307998.665,45.565,419.57852239752026,-1510,3779,177242.075,-204.41,135.13526408006885,-1077,585,59953.68,5981.44,1
-78.14,906.0581256382926,-2588,3428,822942.48,-3183.3,1584.7039924599776,-8316,3824,12632129.2,14816.72,1418.3498521576325,9384,18732,221536849.3,-53.075,3521.858491699058,-11445,14176,12344286.76,41.37,1948.7037910947718,-6065,8523,3780170.71,-260.88,1226.6831757500963,-5024,2679,1565286.23,6258.2266666666665,1
-72.82,1147.9826166106354,-3044,3428,1316577.52,-2538.98,1550.5455546954852,-8316,3824,8838590,14889.98,1842.2311138901453,5948,20200,225088350.8,-201.9,3667.5556577252596,-11445,14176,13424473.29,47.005,2135.5044912468993,-7303,6921,4539787.005,-211.6,1427.0064178492382,-5024,3943,2070940.14,6133.886666666666,1
-639.92,991.9470694259415,-3056,3068,1388536.8,-2368.84,914.6182631219327,-6532,1020,6443746.88,14940.78,1518.5187544571818,5948,20200,225521276.7,-269.53,2342.274756357878,-8847,9354,5531466.2,-44.685,1704.3212226351648,-8004,6921,2892184.025,-211.375,1198.7061384705742,-4329,3943,1474391.315,6099.073333333334,1
-763.08,956.5644313,-3876,4808,1492731.52,-3047.94,1457.2798768932448,-8356,712,11402984.56,14681.4,2457.2781363117974,-2800,29568,221551530.7,-219.74,3163.704630229675,-11286,10966,10007267.52,-155.155,1970.325978941418,-14265,9798,3886846.615,-298.705,1285.9583243772622,-5164,4154,1734645.045,6271.82,1
-624.92,1094.0896464055675,-3876,4808,1581572,-2773.66,1633.6168598000927,-8356,916,10348550.32,14725.66,2471.1082705588033,-2800,29568,222920906.6,-218.365,3368.049839,-12604,10966,11334724.2,-63.05,1915.8499373416646,-14265,9798,3656103.88,-278.71,1396.711516815849,-5164,4477,2018728.31,6191.506666666667,1
-862.44,862.1391453411962,-3720,2760,1483370.24,-1972.78,972.8065969013956,-5052,916,4833481.84,14924.62,1085.4839439451944,9900,21132,223916666.2,-68.165,2048.3482321558213,-12604,9025,4179398.295,79.55,1181.8776252664773,-8722,6197,1396178.75,-197.455,876.4181948340535,-4699,4477,803256.785,5993.093333333333,1
-1219.02,1038.418704874467,-5168,4796,2558931.6,-1772,888.8397496188571,-5052,1280,3926069.92,14753.98,1604.1852295960934,5052,22448,220240469,-185.695,1574.845878069777,-9753,8222,2502221.475,-7.185,1881.4367627523868,-11403,8909,3522156.895,-190.13,735.4997365139299,-4257,3268,574404.48,5989.933333333333,1
-1223.64,1070.224825109849,-5168,4796,2636949.12,-1551.32,798.6562694826351,-4004,1280,3041256.32,14824.5,1521.4599144758247,5052,22448,222069066.3,-290.66,1862.310270097481,-9753,8905,3535341.78,16.875,1894.0682543497946,-11403,8909,3569841.845,-200.305,771.4645095026151,-4257,3268,632303.795,5948.74,1
-1028.86,557.5851562157666,-4148,2020,1367899.6,-2421.34,1065.701762,-4256,496,6992929.04,14898.7,753.7782820514678,9180,18612,222536602.5,-199.81,1420.2164757847488,-6896,8905,2046853.8,35.98,962.0321924428946,-4916,6887,922172.97,-211.995,411.28186055197654,-2946,1693,213248.885,6144.153333333334,1
-523.48,939.7681578734001,-1732,3920,1152779.68,-3143.44,1501.206057,-7800,2456,12123566.56,14767.66,861.1561962686324,11736,19204,218821663.9,-308.055,1955.5948090699428,-9141,9288,3900127.185,-6.4,1210.5306033754548,-8037,5577,1458098.38,-213.58,598.3637854169422,-2299,2751,401865.44,6329.966666666666,1
355.4,1124.8845211530152,-1732,3920,1385347.52,-3218.62,2345.8739005724356,-8036,2456,15835123.44,14679.02,1119.3118846306318,11736,19204,216720223,-399.43,3402.460322521287,-9141,16922,11678396.89,-0.745,1629.911022,-8037,5737,2643327.445,-211.245,946.9232191098955,-2638,3968,936804.715,6339.213333333333,1
369.92,1269.4694312128668,-1560,9840,1740335.68,-2866.2,2110.4201396473513,-8036,6908,12646706.24,14620.335,2331.795575474836,-1572,32767,219164279.8,-93.735,3607.117838423966,-10489,21640,12955028.86,-131.2,2631.8878544482022,-26670,5737,6909412.95,-226.2,1061.1236435659482,-6116,3968,1171519.91,6185.258333333333,1
48.58,1002.1041097781061,-1364,9840,1001551.6,-3081.82,1198.935795951589,-4880,6908,10927874.32,14688.215,2242.558346725306,-1572,32767,220747582.5,-30.73,2317.834541529992,-10489,21640,5346439.51,-152.235,2473.866245531252,-26670,5654,6112589.625,-253.23,923.5653587915688,-6116,3567,912833.54,6121.685,1
-239.24,505.23886822952295,-2128,2056,311225.76,-3583.24,413.2826577245644,-4880,-2540,13009557.44,14737.58,404.716097,13428,16808,217359240.4,-244.56,646.1884508174448,-4701,2730,475281.31,11.51,658.9932704912576,-6674,3675,432233.25,-233.73,535.5542539224876,-4698,2900,340013.98,6235.926666666666,1
-307.92,1235.265265024025,-6144,3372,1613065.6,-3246.46,1138.5513622239932,-8268,1636,11829320.24,14710.44,1290.7515657252213,6668,18584,218054754.4,-244,2024.4491576623502,-8948,7894,4137438.42,73.305,1600.2844194362615,-5517,7098,2553479.295,-182.53,968.2618832,-3513,3704,966160.62,6285.58,1
-200.72,1217.217835019454,-6144,3372,1514499.68,-3280.1,1138.3553639674067,-8268,1636,12048429.68,14741.72,1298.222891,6668,18584,218995264.3,-287.135,2020.7547688808688,-8948,7894,4145479.095,82.69,1604.732518577755,-5517,7098,2569128.26,-165.73,973.9571292,-3513,3704,971315.96,6279.1,1
-578.16,516.3419598,-1956,424,599544.96,-2967.08,1026.0348586945188,-4504,904,9851047.52,14843.5,306.15368755252655,13776,16200,220422753.7,-266.73,736.0133185789698,-3003,2082,610151.92,20.365,356.28266652664524,-1520,1637,126717.385,-201.91,321.8191881309227,-1546,1046,143817.4,6159.7,1
-688.56,365.78776612845627,-1956,-144,607246.56,-2721.68,936.7812193166137,-4504,904,8280713.28,14892.78,250.87383283236218,14228,15928,221857519.1,-206.345,769.3587135567051,-3003,3028,631531.525,-18.46,295.02017374168304,-996,1637,86942.49,-212.17,285.0911713468158,-1546,1046,125886.7,6115.78,1
-743.66,315.2396621986446,-1296,368,651909.36,-2894.24,355.30532188357944,-3688,-1748,8502235.84,14878.76,240.55693838053202,14228,15928,221435077.4,-174.965,456.28147860018146,-1793,3028,237764.575,8.86,197.00167180373708,-781,888,38694.11,-206.865,145.6263090393426,-802,382,63894.115,6173.446666666667,1
-1017.86,234.68687660423464,-1412,368,1090841.52,-2613.3,437.2575911348197,-3688,-1728,7019575.12,14898.54,186.4168032195946,14340,15352,222001071.6,-183.84,333.53532566631776,-1179,1455,144486.73,18.845,157.58705331295238,-633,888,25064.645,-208.625,133.7697879036178,-802,382,61329.275,6177.793333333333,1
-577.82,657.2835582759541,-1412,940,763737.52,-2043.88,913.2879832240801,-3944,1432,5007369.92,15005.2,221.77538548729927,14484,15832,225204965.4,-160.625,1493.6576247167125,-5442,9343,2245658.425,-24.665,349.2025125177992,-1836,1505,121941.045,-201.5,399.9628123416993,-1664,2627,199772.65,5949.913333333333,1
71.6,436.8552765657256,-1152,1220,195014.88,-1885.1,957.0082307738237,-3944,1432,4464887.44,15059.22,245.70757551063946,14356,15956,226840177.4,-143.36,1618.0976144377837,-5442,9343,2625700.78,1.26,400.0122390087383,-1836,1505,159211.33,-201.95,443.6484840354294,-1664,2627,236623.66,5770.7733333333335,1
-16.54,519.8255103455679,-3284,1220,269141.04,-1982.38,1051.3127355547913,-5036,2088,5029562.64,15021.56,535.4451174199315,11296,17788,225932532.8,-168.13,1658.2178521915125,-4926,7683,2764205.71,47.79,571.5457889305293,-2797,3955,327315.15,-194.66,540.8964032002569,-1954,3091,328998.59,5825.306666666666,1
-214.14,672.3259412340724,-5308,2284,495618,-2435.92,1102.745260314334,-5036,2088,7143673.12,14933.4,680.8291427429059,11296,17788,223467646.2,-199.785,1664.6103679722785,-6434,7683,2796987.085,64.1,861.0902812,-4389,5705,741877.9,-170.325,598.6626547950283,-1957,3091,385615.595,5960.286666666667,1
271.98,3066.5265964005857,-17608,8208,9430540.56,-2444.6,1497.6849002048152,-7476,3200,8207913.92,15117.235,3833.617796130575,3716,32767,243153936.3,-136.865,4994.658719612583,-27242,18290,24840614.68,75.1,3682.271367255618,-10204,13349,13496966.82,-218.49,2012.5767228173268,-6999,6893,4077950.62,6485.125,1
482.22,3462.825771420803,-17608,8748,12163742.64,-1810.66,1884.648258879755,-7576,5240,6812629.2,15473.585,5056.023875529527,-1572,32767,264867393.3,-248.52,6408.245248539348,-32768,18290,40922041.32,-195.745,4464.403350544929,-14247,13349,19869558.9,-451.005,2665.789851552104,-12953,8017,7274308.865,6607.288333333333,1
164.6,1737.5196900659382,-15016,8748,3030972.96,-1439.56,1567.1661094065178,-7576,5240,4516062.56,15328.21,3351.0731208384623,-1572,32767,246127564.4,-230.145,4561.170459848434,-32768,13579,20753221.31,-238.12,2632.2550902029798,-14247,12451,6950824.16,-423.105,1852.3208053153267,-12953,8017,3592954.745,5926.403333333334,1
114.44,254.79420486771448,-592,972,77692,-1281.04,1324.593150166245,-4972,3200,3386837.76,15077.4,327.19001594282076,14168,16252,227434508.8,-147.305,2914.9866220979557,-10097,12480,8476360.035,-11.44,504.85745677199964,-2909,1919,253737.52,-224.6,781.0392831407682,-3559,2951,657417.41,5587.053333333333,1
76.76,399.41794636620546,-1568,1540,164629.12,-1677.22,1786.8425512942033,-4972,2528,5989909.2,14997.2,549.7894708991413,12028,16896,225216765,-421.585,3304.4106770174517,-13029,8866,11042268.19,98.72,678.2686661770451,-2930,3415,467493.78,-209.94,860.9808047399507,-3559,2537,781656.31,5770.766666666666,1
31.32,1027.2664696163258,-5736,4428,1050980.96,-2288.4,1739.2126908229477,-5440,2528,8246511.04,14989.46,1136.2385748136137,11476,20096,225968494,-515.125,4045.8290960875675,-16651,11741,16552243.18,12.67,1171.7684916784767,-5529,5350,1366336.72,-231.73,1003.0772888151159,-4214,2465,1054832.02,6045.66,1
-64.02,1002.8514519976871,-5736,4428,1004781.04,-1942.14,1780.6021172343635,-5768,2316,6926598.96,15039.3,1117.5593966430265,11476,20096,227423238.8,-363.54,4279.410570693447,-17322,12432,18353949.39,-69.8,1107.427727147136,-5529,5350,1225136.23,-214.22,1046.486546526185,-4440,3939,1135548.63,5920.753333333333,1
-186.84,1205.7585507945075,-4156,7876,1481493.6,-1427.54,1671.0283622179138,-5768,2884,4816244.56,15117.24,1968.0566397046166,5908,26252,232384825.9,-337.84,4979.726373827277,-29367,17261,24787822.25,96.19,1791.730309339839,-9502,11662,3203498.53,-178.975,1210.558168686606,-6816,3939,1490155.875,5866.34,1
